date,year,month,day,city,station,PM2.5_ug_m3,PM10_ug_m3,SO2_ug_m3,NO2_ug_m3,CO_mg_m3,O3_ug_m3,AQI,predominant_pollutant,source
2022-05-29,2022,5,29,Mumbai,Industrial Area - Navi Mumbai,231,233,31.7,102.6,1.29,78.2,370,PM10,Synthetic multi-year data modeled on CPCB format
2022-05-30,2022,5,30,Mumbai,Industrial Area - Navi Mumbai,124,178,24.3,61.7,3.23,108.1,204,PM10,Synthetic multi-year data modeled on CPCB format
2022-05-31,2022,5,31,Mumbai,Industrial Area - Navi Mumbai,176,348,18.4,102.6,0.88,109.3,301,PM10,Synthetic multi-year data modeled on CPCB format
2022-06-01,2022,6,1,Mumbai,Industrial Area - Navi Mumbai,191,172,15.6,57.1,0.81,37.6,296,PM2.5,Synthetic multi-year data modeled on CPCB format
2022-06-02,2022,6,2,Mumbai,Industrial Area - Navi Mumbai,126,286,23.3,125.0,3.12,12.7,233,PM10,Synthetic multi-year data modeled on CPCB format
2022-06-03,2022,6,3,Mumbai,Industrial Area - Navi Mumbai,206,257,34.3,92.4,1.02,19.7,334,PM10,Synthetic multi-year data modeled on CPCB format
2022-06-04,2022,6,4,Mumbai,Industrial Area - Navi Mumbai,60,154,18.3,91.8,3.06,118.7,122,PM10,Synthetic multi-year data modeled on CPCB format
2022-06-05,2022,6,5,Mumbai,Industrial Area - Navi Mumbai,50,88,9.6,27.1,1.05,69.6,84,PM10,Synthetic multi-year data modeled on CPCB format
2022-06-06,2022,6,6,Mumbai,Industrial Area - Navi Mumbai,86,169,31.9,88.7,1.87,71.5,158,PM10,Synthetic multi-year data modeled on CPCB format
2022-06-07,2022,6,7,Mumbai,Industrial Area - Navi Mumbai,96,292,10.9,88.9,3.08,61.7,181,PM10,Synthetic multi-year data modeled on CPCB format
2022-06-08,2022,6,8,Mumbai,Industrial Area - Navi Mumbai,178,228,32.0,128.4,1.23,101.9,303,PM10,Synthetic multi-year data modeled on CPCB format
2022-06-09,2022,6,9,Mumbai,Industrial Area - Navi Mumbai,114,340,5.6,65.5,1.97,43.5,203,PM10,Synthetic multi-year data modeled on CPCB format
2022-06-10,2022,6,10,Mumbai,Industrial Area - Navi Mumbai,244,132,32.1,101.4,2.71,60.1,381,PM2.5,Synthetic multi-year data modeled on CPCB format
2022-06-11,2022,6,11,Mumbai,Industrial Area - Navi Mumbai,60,238,6.3,117.3,3.32,48.2,135,PM10,Synthetic multi-year data modeled on CPCB format
2022-06-12,2022,6,12,Mumbai,Industrial Area - Navi Mumbai,216,172,28.5,112.6,0.82,65.9,348,PM2.5,Synthetic multi-year data modeled on CPCB format
2022-06-13,2022,6,13,Mumbai,Industrial Area - Navi Mumbai,58,223,27.0,92.7,0.98,61.9,124,PM10,Synthetic multi-year data modeled on CPCB format
2022-06-14,2022,6,14,Mumbai,Industrial Area - Navi Mumbai,217,327,31.3,63.8,2.34,113.6,345,PM10,Synthetic multi-year data modeled on CPCB format
2022-06-15,2022,6,15,Mumbai,Industrial Area - Navi Mumbai,164,344,22.3,43.3,3.28,96.4,266,PM10,Synthetic multi-year data modeled on CPCB format
2022-06-16,2022,6,16,Mumbai,Industrial Area - Navi Mumbai,173,88,14.3,76.7,0.88,97.5,271,PM2.5,Synthetic multi-year data modeled on CPCB format
2022-06-17,2022,6,17,Mumbai,Industrial Area - Navi Mumbai,101,97,31.0,26.6,1.53,37.8,156,PM2.5,Synthetic multi-year data modeled on CPCB format
2022-06-18,2022,6,18,Mumbai,Industrial Area - Navi Mumbai,226,251,23.3,60.5,0.86,100.3,352,PM10,Synthetic multi-year data modeled on CPCB format
2022-06-19,2022,6,19,Mumbai,Industrial Area - Navi Mumbai,61,287,18.8,37.3,2.3,90.6,116,PM10,Synthetic multi-year data modeled on CPCB format
2022-06-20,2022,6,20,Mumbai,Industrial Area - Navi Mumbai,71,226,11.6,146.5,0.77,44.1,159,PM10,Synthetic multi-year data modeled on CPCB format
2022-06-21,2022,6,21,Mumbai,Industrial Area - Navi Mumbai,235,96,27.8,134.1,0.75,74.5,375,PM2.5,Synthetic multi-year data modeled on CPCB format
2022-06-22,2022,6,22,Mumbai,Industrial Area - Navi Mumbai,90,153,33.8,105.3,0.34,75.3,168,PM10,Synthetic multi-year data modeled on CPCB format
2022-06-23,2022,6,23,Mumbai,Industrial Area - Navi Mumbai,46,181,26.7,89.6,0.31,91.8,103,PM10,Synthetic multi-year data modeled on CPCB format
2022-06-24,2022,6,24,Mumbai,Industrial Area - Navi Mumbai,226,257,32.0,68.2,1.58,14.1,354,PM10,Synthetic multi-year data modeled on CPCB format
2022-06-25,2022,6,25,Mumbai,Industrial Area - Navi Mumbai,211,340,20.1,44.9,1.38,47.0,332,PM10,Synthetic multi-year data modeled on CPCB format
2022-06-26,2022,6,26,Mumbai,Industrial Area - Navi Mumbai,119,275,30.7,121.2,3.48,55.6,222,PM10,Synthetic multi-year data modeled on CPCB format
2022-06-27,2022,6,27,Mumbai,Industrial Area - Navi Mumbai,237,295,6.9,63.1,3.05,91.0,371,PM10,Synthetic multi-year data modeled on CPCB format
2022-06-28,2022,6,28,Mumbai,Industrial Area - Navi Mumbai,207,176,6.9,75.7,2.32,77.6,324,PM2.5,Synthetic multi-year data modeled on CPCB format
2022-06-29,2022,6,29,Mumbai,Industrial Area - Navi Mumbai,130,272,13.6,50.6,1.63,41.3,216,PM10,Synthetic multi-year data modeled on CPCB format
2022-06-30,2022,6,30,Mumbai,Industrial Area - Navi Mumbai,244,108,31.9,67.9,1.7,91.9,369,PM2.5,Synthetic multi-year data modeled on CPCB format
2022-07-01,2022,7,1,Mumbai,Industrial Area - Navi Mumbai,68,291,7.9,32.0,2.45,40.5,125,PM10,Synthetic multi-year data modeled on CPCB format
2022-07-02,2022,7,2,Mumbai,Industrial Area - Navi Mumbai,114,181,33.6,127.6,1.46,116.1,210,PM10,Synthetic multi-year data modeled on CPCB format
2022-07-03,2022,7,3,Mumbai,Industrial Area - Navi Mumbai,172,96,18.3,83.2,1.29,38.0,272,PM2.5,Synthetic multi-year data modeled on CPCB format
2022-07-04,2022,7,4,Mumbai,Industrial Area - Navi Mumbai,90,344,10.0,111.0,2.3,44.8,183,PM10,Synthetic multi-year data modeled on CPCB format
2022-07-05,2022,7,5,Mumbai,Industrial Area - Navi Mumbai,66,148,10.9,72.8,1.75,78.6,124,PM10,Synthetic multi-year data modeled on CPCB format
2022-07-06,2022,7,6,Mumbai,Industrial Area - Navi Mumbai,201,335,22.7,63.6,2.54,101.6,323,PM10,Synthetic multi-year data modeled on CPCB format
2022-07-07,2022,7,7,Mumbai,Industrial Area - Navi Mumbai,108,144,19.4,74.8,1.81,80.6,183,PM10,Synthetic multi-year data modeled on CPCB format
2022-07-08,2022,7,8,Mumbai,Industrial Area - Navi Mumbai,71,264,29.2,46.1,2.88,37.1,131,PM10,Synthetic multi-year data modeled on CPCB format
2022-07-09,2022,7,9,Mumbai,Industrial Area - Navi Mumbai,157,187,8.8,108.5,1.65,43.9,265,PM10,Synthetic multi-year data modeled on CPCB format
2022-07-10,2022,7,10,Mumbai,Industrial Area - Navi Mumbai,44,309,33.0,60.3,3.02,29.7,101,PM10,Synthetic multi-year data modeled on CPCB format
2022-07-11,2022,7,11,Mumbai,Industrial Area - Navi Mumbai,236,272,34.1,27.9,2.98,89.5,357,PM10,Synthetic multi-year data modeled on CPCB format
2022-07-12,2022,7,12,Mumbai,Industrial Area - Navi Mumbai,106,177,10.9,88.4,1.16,117.7,187,PM10,Synthetic multi-year data modeled on CPCB format
2022-07-13,2022,7,13,Mumbai,Industrial Area - Navi Mumbai,166,290,28.7,26.1,1.46,28.0,260,PM10,Synthetic multi-year data modeled on CPCB format
2022-07-14,2022,7,14,Mumbai,Industrial Area - Navi Mumbai,201,208,25.4,25.8,0.48,113.0,303,PM10,Synthetic multi-year data modeled on CPCB format
2022-07-15,2022,7,15,Mumbai,Industrial Area - Navi Mumbai,116,260,13.0,51.0,2.74,77.7,195,PM10,Synthetic multi-year data modeled on CPCB format
2022-07-16,2022,7,16,Mumbai,Industrial Area - Navi Mumbai,195,273,7.5,26.2,3.06,13.2,299,PM10,Synthetic multi-year data modeled on CPCB format
2022-07-17,2022,7,17,Mumbai,Industrial Area - Navi Mumbai,227,144,16.1,99.7,0.36,80.5,357,PM2.5,Synthetic multi-year data modeled on CPCB format
2022-07-18,2022,7,18,Mumbai,Industrial Area - Navi Mumbai,184,142,24.0,47.9,1.88,19.4,281,PM2.5,Synthetic multi-year data modeled on CPCB format
2022-07-19,2022,7,19,Mumbai,Industrial Area - Navi Mumbai,114,101,34.1,134.0,1.7,40.9,206,NO2,Synthetic multi-year data modeled on CPCB format
2022-07-20,2022,7,20,Mumbai,Industrial Area - Navi Mumbai,169,84,5.2,59.3,1.65,60.6,260,PM2.5,Synthetic multi-year data modeled on CPCB format
2022-07-21,2022,7,21,Mumbai,Industrial Area - Navi Mumbai,175,271,10.8,133.2,1.09,63.4,303,PM10,Synthetic multi-year data modeled on CPCB format
2022-07-22,2022,7,22,Mumbai,Industrial Area - Navi Mumbai,214,307,17.1,41.7,1.42,103.2,333,PM10,Synthetic multi-year data modeled on CPCB format
2022-07-23,2022,7,23,Mumbai,Industrial Area - Navi Mumbai,236,219,16.0,141.9,2.15,34.5,388,PM2.5,Synthetic multi-year data modeled on CPCB format
2022-07-24,2022,7,24,Mumbai,Industrial Area - Navi Mumbai,220,192,22.7,119.4,1.08,24.3,357,PM2.5,Synthetic multi-year data modeled on CPCB format
2022-07-25,2022,7,25,Mumbai,Industrial Area - Navi Mumbai,62,215,12.7,31.0,2.11,116.7,111,PM10,Synthetic multi-year data modeled on CPCB format
2022-07-26,2022,7,26,Mumbai,Industrial Area - Navi Mumbai,224,139,13.5,78.7,1.22,94.1,346,PM2.5,Synthetic multi-year data modeled on CPCB format
2022-07-27,2022,7,27,Mumbai,Industrial Area - Navi Mumbai,77,349,8.5,107.6,0.73,66.7,164,PM10,Synthetic multi-year data modeled on CPCB format
2022-07-28,2022,7,28,Mumbai,Industrial Area - Navi Mumbai,157,81,11.4,87.1,0.52,74.4,251,PM2.5,Synthetic multi-year data modeled on CPCB format
2022-07-29,2022,7,29,Mumbai,Industrial Area - Navi Mumbai,199,342,10.1,31.5,0.48,100.1,311,PM10,Synthetic multi-year data modeled on CPCB format
2022-07-30,2022,7,30,Mumbai,Industrial Area - Navi Mumbai,230,328,18.0,145.3,2.84,85.9,388,PM10,Synthetic multi-year data modeled on CPCB format
2022-07-31,2022,7,31,Mumbai,Industrial Area - Navi Mumbai,94,265,12.9,125.2,2.79,69.5,187,PM10,Synthetic multi-year data modeled on CPCB format
2022-08-01,2022,8,1,Mumbai,Industrial Area - Navi Mumbai,175,122,17.8,52.2,1.9,75.3,269,PM2.5,Synthetic multi-year data modeled on CPCB format
2022-08-02,2022,8,2,Mumbai,Industrial Area - Navi Mumbai,175,322,19.9,45.8,0.76,101.8,281,PM10,Synthetic multi-year data modeled on CPCB format
2022-08-03,2022,8,3,Mumbai,Industrial Area - Navi Mumbai,152,223,6.7,72.4,0.34,103.2,250,PM10,Synthetic multi-year data modeled on CPCB format
2022-08-04,2022,8,4,Mumbai,Industrial Area - Navi Mumbai,76,127,13.2,67.1,1.98,74.7,135,PM10,Synthetic multi-year data modeled on CPCB format
2022-08-05,2022,8,5,Mumbai,Industrial Area - Navi Mumbai,98,203,5.3,102.7,1.81,28.3,182,PM10,Synthetic multi-year data modeled on CPCB format
2022-08-06,2022,8,6,Mumbai,Industrial Area - Navi Mumbai,189,280,19.3,28.8,2.57,102.2,292,PM10,Synthetic multi-year data modeled on CPCB format
2022-08-07,2022,8,7,Mumbai,Industrial Area - Navi Mumbai,234,333,19.6,84.1,2.54,91.7,376,PM10,Synthetic multi-year data modeled on CPCB format
2022-08-08,2022,8,8,Mumbai,Industrial Area - Navi Mumbai,145,244,33.3,106.0,1.8,52.0,251,PM10,Synthetic multi-year data modeled on CPCB format
2022-08-09,2022,8,9,Mumbai,Industrial Area - Navi Mumbai,126,111,34.0,92.2,1.46,68.7,211,PM2.5,Synthetic multi-year data modeled on CPCB format
2022-08-10,2022,8,10,Mumbai,Industrial Area - Navi Mumbai,245,92,20.4,88.8,1.5,116.8,376,PM2.5,Synthetic multi-year data modeled on CPCB format
2022-08-11,2022,8,11,Mumbai,Industrial Area - Navi Mumbai,43,287,22.5,97.4,3.37,106.1,109,PM10,Synthetic multi-year data modeled on CPCB format
2022-08-12,2022,8,12,Mumbai,Industrial Area - Navi Mumbai,226,219,20.9,73.2,2.39,38.3,353,PM2.5,Synthetic multi-year data modeled on CPCB format
2022-08-13,2022,8,13,Mumbai,Industrial Area - Navi Mumbai,206,327,15.6,102.1,2.38,19.3,341,PM10,Synthetic multi-year data modeled on CPCB format
2022-08-14,2022,8,14,Mumbai,Industrial Area - Navi Mumbai,195,174,7.4,84.8,2.07,78.4,310,PM2.5,Synthetic multi-year data modeled on CPCB format
2022-08-15,2022,8,15,Mumbai,Industrial Area - Navi Mumbai,69,327,31.3,26.2,0.91,22.4,127,PM10,Synthetic multi-year data modeled on CPCB format
2022-08-16,2022,8,16,Mumbai,Industrial Area - Navi Mumbai,94,307,26.9,71.9,1.39,41.9,174,PM10,Synthetic multi-year data modeled on CPCB format
2022-08-17,2022,8,17,Mumbai,Industrial Area - Navi Mumbai,217,245,10.1,119.2,1.89,52.3,356,PM10,Synthetic multi-year data modeled on CPCB format
2022-08-18,2022,8,18,Mumbai,Industrial Area - Navi Mumbai,137,119,16.0,72.4,1.55,61.6,221,PM2.5,Synthetic multi-year data modeled on CPCB format
2022-08-19,2022,8,19,Mumbai,Industrial Area - Navi Mumbai,239,243,12.5,54.7,3.13,78.9,368,PM10,Synthetic multi-year data modeled on CPCB format
2022-08-20,2022,8,20,Mumbai,Industrial Area - Navi Mumbai,237,295,16.5,140.9,0.65,80.0,394,PM10,Synthetic multi-year data modeled on CPCB format
2022-08-21,2022,8,21,Mumbai,Industrial Area - Navi Mumbai,54,280,17.7,122.2,0.53,36.3,131,PM10,Synthetic multi-year data modeled on CPCB format
2022-08-22,2022,8,22,Mumbai,Industrial Area - Navi Mumbai,168,234,26.3,92.2,2.2,91.7,279,PM10,Synthetic multi-year data modeled on CPCB format
2022-08-23,2022,8,23,Mumbai,Industrial Area - Navi Mumbai,241,125,31.1,51.4,2.39,64.6,361,PM2.5,Synthetic multi-year data modeled on CPCB format
2022-08-24,2022,8,24,Mumbai,Industrial Area - Navi Mumbai,59,104,28.7,126.6,2.84,63.3,127,NO2,Synthetic multi-year data modeled on CPCB format
2022-08-25,2022,8,25,Mumbai,Industrial Area - Navi Mumbai,59,258,24.7,105.9,1.74,34.1,132,PM10,Synthetic multi-year data modeled on CPCB format
2022-08-26,2022,8,26,Mumbai,Industrial Area - Navi Mumbai,55,145,7.8,98.6,3.26,76.5,116,PM10,Synthetic multi-year data modeled on CPCB format
2022-08-27,2022,8,27,Mumbai,Industrial Area - Navi Mumbai,150,250,16.1,79.1,0.46,43.6,251,PM10,Synthetic multi-year data modeled on CPCB format
2022-08-28,2022,8,28,Mumbai,Industrial Area - Navi Mumbai,220,244,34.8,124.7,2.94,118.1,362,PM10,Synthetic multi-year data modeled on CPCB format
2022-08-29,2022,8,29,Mumbai,Industrial Area - Navi Mumbai,126,203,5.1,108.2,2.79,99.2,223,PM10,Synthetic multi-year data modeled on CPCB format
2022-08-30,2022,8,30,Mumbai,Industrial Area - Navi Mumbai,137,272,11.9,66.5,0.71,65.8,230,PM10,Synthetic multi-year data modeled on CPCB format
2022-08-31,2022,8,31,Mumbai,Industrial Area - Navi Mumbai,65,232,29.7,108.2,1.26,27.5,139,PM10,Synthetic multi-year data modeled on CPCB format
2022-09-01,2022,9,1,Mumbai,Industrial Area - Navi Mumbai,114,100,33.3,61.0,2.58,112.8,184,PM2.5,Synthetic multi-year data modeled on CPCB format
2022-09-02,2022,9,2,Mumbai,Industrial Area - Navi Mumbai,209,94,6.3,120.8,1.77,92.9,335,PM2.5,Synthetic multi-year data modeled on CPCB format
2022-09-03,2022,9,3,Mumbai,Industrial Area - Navi Mumbai,46,160,24.9,79.0,2.92,38.5,99,PM10,Synthetic multi-year data modeled on CPCB format
2022-09-04,2022,9,4,Mumbai,Industrial Area - Navi Mumbai,179,304,30.7,67.4,2.2,47.1,292,PM10,Synthetic multi-year data modeled on CPCB format
2022-09-05,2022,9,5,Mumbai,Industrial Area - Navi Mumbai,94,341,12.0,87.4,1.29,95.3,181,PM10,Synthetic multi-year data modeled on CPCB format
2022-09-06,2022,9,6,Mumbai,Industrial Area - Navi Mumbai,230,199,9.6,36.1,2.61,77.0,346,PM2.5,Synthetic multi-year data modeled on CPCB format
2022-09-07,2022,9,7,Mumbai,Industrial Area - Navi Mumbai,104,222,26.7,129.8,3.2,11.5,200,PM10,Synthetic multi-year data modeled on CPCB format
2022-09-08,2022,9,8,Mumbai,Industrial Area - Navi Mumbai,233,301,15.7,35.9,3.13,85.9,358,PM10,Synthetic multi-year data modeled on CPCB format
2022-09-09,2022,9,9,Mumbai,Industrial Area - Navi Mumbai,113,285,10.2,115.7,3.34,116.9,212,PM10,Synthetic multi-year data modeled on CPCB format
2022-09-10,2022,9,10,Mumbai,Industrial Area - Navi Mumbai,189,301,20.9,60.6,3.42,118.4,303,PM10,Synthetic multi-year data modeled on CPCB format
2022-09-11,2022,9,11,Mumbai,Industrial Area - Navi Mumbai,233,266,18.6,138.1,2.49,82.8,386,PM10,Synthetic multi-year data modeled on CPCB format
2022-09-12,2022,9,12,Mumbai,Industrial Area - Navi Mumbai,216,284,22.9,100.8,2.85,76.4,352,PM10,Synthetic multi-year data modeled on CPCB format
2022-09-13,2022,9,13,Mumbai,Industrial Area - Navi Mumbai,189,322,20.5,92.0,1.63,68.1,314,PM10,Synthetic multi-year data modeled on CPCB format
2022-09-14,2022,9,14,Mumbai,Industrial Area - Navi Mumbai,103,321,23.3,68.2,1.38,60.2,187,PM10,Synthetic multi-year data modeled on CPCB format
2022-09-15,2022,9,15,Mumbai,Industrial Area - Navi Mumbai,233,198,7.1,32.2,1.54,52.3,349,PM2.5,Synthetic multi-year data modeled on CPCB format
2022-09-16,2022,9,16,Mumbai,Industrial Area - Navi Mumbai,101,308,26.1,113.9,2.52,11.5,197,PM10,Synthetic multi-year data modeled on CPCB format
2022-09-17,2022,9,17,Mumbai,Industrial Area - Navi Mumbai,133,231,16.6,55.5,1.34,119.1,219,PM10,Synthetic multi-year data modeled on CPCB format
2022-09-18,2022,9,18,Mumbai,Industrial Area - Navi Mumbai,87,168,27.4,74.1,1.77,20.0,155,PM10,Synthetic multi-year data modeled on CPCB format
2022-09-19,2022,9,19,Mumbai,Industrial Area - Navi Mumbai,91,131,15.5,61.2,3.09,114.0,154,PM10,Synthetic multi-year data modeled on CPCB format
2022-09-20,2022,9,20,Mumbai,Industrial Area - Navi Mumbai,227,241,34.6,41.2,3.02,87.6,347,PM10,Synthetic multi-year data modeled on CPCB format
2022-09-21,2022,9,21,Mumbai,Industrial Area - Navi Mumbai,87,315,18.2,56.7,2.78,50.9,160,PM10,Synthetic multi-year data modeled on CPCB format
2022-09-22,2022,9,22,Mumbai,Industrial Area - Navi Mumbai,115,214,17.7,27.8,2.89,56.0,184,PM10,Synthetic multi-year data modeled on CPCB format
2022-09-23,2022,9,23,Mumbai,Industrial Area - Navi Mumbai,164,266,26.3,63.8,3.41,27.0,267,PM10,Synthetic multi-year data modeled on CPCB format
2022-09-24,2022,9,24,Mumbai,Industrial Area - Navi Mumbai,113,109,25.3,36.2,3.35,85.2,176,PM2.5,Synthetic multi-year data modeled on CPCB format
2022-09-25,2022,9,25,Mumbai,Industrial Area - Navi Mumbai,42,176,6.5,99.1,2.71,22.3,100,PM10,Synthetic multi-year data modeled on CPCB format
2022-09-26,2022,9,26,Mumbai,Industrial Area - Navi Mumbai,218,258,12.4,126.3,2.51,70.5,361,PM10,Synthetic multi-year data modeled on CPCB format
2022-09-27,2022,9,27,Mumbai,Industrial Area - Navi Mumbai,146,259,13.5,84.5,1.95,71.9,247,PM10,Synthetic multi-year data modeled on CPCB format
2022-09-28,2022,9,28,Mumbai,Industrial Area - Navi Mumbai,209,181,19.7,78.6,1.9,44.4,328,PM2.5,Synthetic multi-year data modeled on CPCB format
2022-09-29,2022,9,29,Mumbai,Industrial Area - Navi Mumbai,247,298,11.3,81.1,2.06,107.8,390,PM10,Synthetic multi-year data modeled on CPCB format
2022-09-30,2022,9,30,Mumbai,Industrial Area - Navi Mumbai,187,184,32.9,69.2,1.51,93.8,295,PM2.5,Synthetic multi-year data modeled on CPCB format
2022-10-01,2022,10,1,Mumbai,Industrial Area - Navi Mumbai,241,139,24.6,89.8,0.59,16.7,374,PM2.5,Synthetic multi-year data modeled on CPCB format
2022-10-02,2022,10,2,Mumbai,Industrial Area - Navi Mumbai,177,130,23.8,80.4,1.38,97.3,281,PM2.5,Synthetic multi-year data modeled on CPCB format
2022-10-03,2022,10,3,Mumbai,Industrial Area - Navi Mumbai,145,206,20.2,147.2,2.71,102.8,261,PM10,Synthetic multi-year data modeled on CPCB format
2022-10-04,2022,10,4,Mumbai,Industrial Area - Navi Mumbai,116,87,14.6,49.6,2.42,71.9,183,PM2.5,Synthetic multi-year data modeled on CPCB format
2022-10-05,2022,10,5,Mumbai,Industrial Area - Navi Mumbai,157,190,13.7,35.6,3.47,11.3,243,PM10,Synthetic multi-year data modeled on CPCB format
2022-10-06,2022,10,6,Mumbai,Industrial Area - Navi Mumbai,226,239,18.5,105.8,2.56,73.7,364,PM10,Synthetic multi-year data modeled on CPCB format
2022-10-07,2022,10,7,Mumbai,Industrial Area - Navi Mumbai,161,203,25.3,115.5,1.5,46.4,274,PM10,Synthetic multi-year data modeled on CPCB format
2022-10-08,2022,10,8,Mumbai,Industrial Area - Navi Mumbai,42,325,12.4,109.5,1.86,74.8,114,PM10,Synthetic multi-year data modeled on CPCB format
2022-10-09,2022,10,9,Mumbai,Industrial Area - Navi Mumbai,128,236,26.9,38.0,3.13,67.3,207,PM10,Synthetic multi-year data modeled on CPCB format
2022-10-10,2022,10,10,Mumbai,Industrial Area - Navi Mumbai,172,102,25.4,76.6,0.92,89.0,270,PM2.5,Synthetic multi-year data modeled on CPCB format
2022-10-11,2022,10,11,Mumbai,Industrial Area - Navi Mumbai,249,257,15.2,80.4,0.8,62.1,390,PM10,Synthetic multi-year data modeled on CPCB format
2022-10-12,2022,10,12,Mumbai,Industrial Area - Navi Mumbai,206,108,6.3,34.6,2.82,103.2,306,PM2.5,Synthetic multi-year data modeled on CPCB format
2022-10-13,2022,10,13,Mumbai,Industrial Area - Navi Mumbai,214,178,9.3,75.9,1.85,55.1,334,PM2.5,Synthetic multi-year data modeled on CPCB format
2022-10-14,2022,10,14,Mumbai,Industrial Area - Navi Mumbai,106,262,27.8,30.3,1.44,21.6,175,PM10,Synthetic multi-year data modeled on CPCB format
2022-10-15,2022,10,15,Mumbai,Industrial Area - Navi Mumbai,127,119,6.4,115.9,3.1,14.9,220,PM2.5,Synthetic multi-year data modeled on CPCB format
2022-10-16,2022,10,16,Mumbai,Industrial Area - Navi Mumbai,189,144,30.6,112.0,1.64,15.7,308,PM2.5,Synthetic multi-year data modeled on CPCB format
2022-10-17,2022,10,17,Mumbai,Industrial Area - Navi Mumbai,200,248,32.4,51.1,1.01,16.6,312,PM10,Synthetic multi-year data modeled on CPCB format
2022-10-18,2022,10,18,Mumbai,Industrial Area - Navi Mumbai,238,317,33.7,75.3,2.03,77.9,377,PM10,Synthetic multi-year data modeled on CPCB format
2022-10-19,2022,10,19,Mumbai,Industrial Area - Navi Mumbai,51,234,7.3,70.1,1.37,82.7,108,PM10,Synthetic multi-year data modeled on CPCB format
2022-10-20,2022,10,20,Mumbai,Industrial Area - Navi Mumbai,207,83,16.0,76.8,2.15,50.9,318,PM2.5,Synthetic multi-year data modeled on CPCB format
2022-10-21,2022,10,21,Mumbai,Industrial Area - Navi Mumbai,191,169,23.8,104.9,1.81,109.9,310,PM2.5,Synthetic multi-year data modeled on CPCB format
2022-10-22,2022,10,22,Mumbai,Industrial Area - Navi Mumbai,237,165,12.7,116.3,2.2,87.8,378,PM2.5,Synthetic multi-year data modeled on CPCB format
2022-10-23,2022,10,23,Mumbai,Industrial Area - Navi Mumbai,225,199,17.9,103.8,1.52,85.0,360,PM2.5,Synthetic multi-year data modeled on CPCB format
2022-10-24,2022,10,24,Mumbai,Industrial Area - Navi Mumbai,143,233,5.6,63.3,3.32,85.4,235,PM10,Synthetic multi-year data modeled on CPCB format
2022-10-25,2022,10,25,Mumbai,Industrial Area - Navi Mumbai,134,184,6.3,71.9,2.77,40.2,222,PM10,Synthetic multi-year data modeled on CPCB format
2022-10-26,2022,10,26,Mumbai,Industrial Area - Navi Mumbai,149,146,26.6,118.5,1.1,47.9,254,PM2.5,Synthetic multi-year data modeled on CPCB format
2022-10-27,2022,10,27,Mumbai,Industrial Area - Navi Mumbai,230,264,22.3,47.6,3.11,89.1,354,PM10,Synthetic multi-year data modeled on CPCB format
2022-10-28,2022,10,28,Mumbai,Industrial Area - Navi Mumbai,236,131,18.4,41.9,1.61,91.3,352,PM2.5,Synthetic multi-year data modeled on CPCB format
2022-10-29,2022,10,29,Mumbai,Industrial Area - Navi Mumbai,236,280,9.2,76.0,1.54,50.9,372,PM10,Synthetic multi-year data modeled on CPCB format
2022-10-30,2022,10,30,Mumbai,Industrial Area - Navi Mumbai,88,140,29.9,115.5,2.01,41.1,167,PM10,Synthetic multi-year data modeled on CPCB format
2022-10-31,2022,10,31,Mumbai,Industrial Area - Navi Mumbai,152,294,13.7,61.6,1.53,111.7,251,PM10,Synthetic multi-year data modeled on CPCB format
2022-11-01,2022,11,1,Mumbai,Industrial Area - Navi Mumbai,202,207,12.3,102.1,1.91,66.2,327,PM10,Synthetic multi-year data modeled on CPCB format
2022-11-02,2022,11,2,Mumbai,Industrial Area - Navi Mumbai,54,240,7.9,82.4,0.44,63.3,117,PM10,Synthetic multi-year data modeled on CPCB format
2022-11-03,2022,11,3,Mumbai,Industrial Area - Navi Mumbai,127,199,14.2,100.2,2.95,36.3,221,PM10,Synthetic multi-year data modeled on CPCB format
2022-11-04,2022,11,4,Mumbai,Industrial Area - Navi Mumbai,102,154,29.7,38.6,1.94,119.0,165,PM10,Synthetic multi-year data modeled on CPCB format
2022-11-05,2022,11,5,Mumbai,Industrial Area - Navi Mumbai,116,173,35.0,78.2,2.42,92.7,197,PM10,Synthetic multi-year data modeled on CPCB format
2022-11-06,2022,11,6,Mumbai,Industrial Area - Navi Mumbai,106,98,22.3,138.8,1.05,49.7,196,NO2,Synthetic multi-year data modeled on CPCB format
2022-11-07,2022,11,7,Mumbai,Industrial Area - Navi Mumbai,96,213,21.8,112.2,1.49,44.1,182,PM10,Synthetic multi-year data modeled on CPCB format
2022-11-08,2022,11,8,Mumbai,Industrial Area - Navi Mumbai,148,336,12.1,129.3,0.98,69.4,269,PM10,Synthetic multi-year data modeled on CPCB format
2022-11-09,2022,11,9,Mumbai,Industrial Area - Navi Mumbai,231,81,32.7,58.0,1.02,24.8,346,PM2.5,Synthetic multi-year data modeled on CPCB format
2022-11-10,2022,11,10,Mumbai,Industrial Area - Navi Mumbai,160,302,16.0,124.3,2.74,30.8,282,PM10,Synthetic multi-year data modeled on CPCB format
2022-11-11,2022,11,11,Mumbai,Industrial Area - Navi Mumbai,198,179,8.6,87.6,1.11,64.9,316,PM2.5,Synthetic multi-year data modeled on CPCB format
2022-11-12,2022,11,12,Mumbai,Industrial Area - Navi Mumbai,238,185,6.7,30.5,3.03,65.8,355,PM2.5,Synthetic multi-year data modeled on CPCB format
